id,name,email,age,cohort,graduation_date,mode
571,***,***,30,Data Science,2022-11-18,Online
572,***,***,34,Data Science,2024-07-10,Online
573,***,***,29,Web development,2026-09-10,In-person
574,***,***,32,Machine Learning,2022-11-17,Online
575,***,***,32,Web development,2026-03-14,In-person
576,***,***,38,Machine Learning,2023-06-03,Online
577,***,***,26,Data Science,2027-07-04,Online
578,***,***,27,Data Engineering,2026-07-20,Online
579,***,***,26,Software Engineering,2023-11-30,Online
580,***,***,37,Machine Learning,2025-11-01,In-person
581,***,***,44,Software Engineering,2026-09-30,Online
582,***,***,45,Web development,2024-05-11,Online
583,***,***,37,Data Engineering,2023-04-07,In-person
584,***,***,29,Web development,2027-02-08,In-person
585,***,***,32,Data Engineering,2023-10-20,Online
586,***,***,34,Data Science,2026-06-06,Online
587,***,***,35,Data Engineering,2024-08-12,In-person
588,***,***,31,Software Engineering,2026-04-05,In-person
589,***,***,28,Data Science,2023-06-09,In-person
590,***,***,39,Data Science,2026-12-23,In-person
591,***,***,35,Data Engineering,2023-10-10,Online
592,***,***,27,Web development,2023-10-10,Online
593,***,***,29,Data Science,2026-03-13,Online
594,***,***,43,Software Engineering,2026-09-30,In-person
595,***,***,34,Data Science,2024-03-18,Online
596,***,***,40,Software Engineering,2024-01-12,In-person
597,***,***,28,Software Engineering,2026-08-18,In-person
598,***,***,29,Data Science,2026-08-29,Online
599,***,***,27,Data Science,2025-09-30,In-person
600,***,***,35,Software Engineering,2025-08-05,In-person
601,***,***,25,Data Engineering,2026-12-30,Online
602,***,***,38,Data Science,2024-06-05,Online
603,***,***,25,Data Science,2026-02-11,In-person
604,***,***,25,Web development,2023-05-01,Online
605,***,***,36,Data Science,2025-02-07,Online
606,***,***,30,Machine Learning,2025-11-25,In-person
607,***,***,38,Web development,2025-10-31,Online
608,***,***,33,Web development,2023-06-09,Online
609,***,***,26,Data Science,2023-11-16,In-person
610,***,***,35,Software Engineering,2023-10-03,Online
611,***,***,26,Software Engineering,2026-01-14,Online
612,***,***,27,Web development,2023-02-07,Online
613,***,***,33,Data Science,2024-06-21,In-person
614,***,***,45,Data Science,2025-04-25,In-person
615,***,***,40,Data Engineering,2025-08-02,Online
616,***,***,26,Data Science,2027-01-07,Online
617,***,***,43,Data Science,2027-07-26,Online
618,***,***,34,Software Engineering,2025-03-16,In-person
619,***,***,38,Web development,2026-02-14,In-person
620,***,***,32,Software Engineering,2024-07-12,In-person
621,***,***,36,Machine Learning,2024-05-28,Online
622,***,***,31,Software Engineering,2023-03-10,Online
623,***,***,35,Software Engineering,2024-06-20,Online
624,***,***,36,Data Science,2024-06-22,In-person
625,***,***,42,Web development,2026-02-07,In-person
626,***,***,30,Web development,2023-03-21,In-person
627,***,***,44,Software Engineering,2023-05-26,In-person
628,***,***,40,Machine Learning,2025-06-30,Online
629,***,***,23,Web development,2027-03-01,In-person
630,***,***,28,Software Engineering,2023-11-27,Online
631,***,***,23,Software Engineering,2026-01-27,Online
632,***,***,38,Data Science,2023-04-01,In-person
633,***,***,27,Software Engineering,2026-12-01,Online
634,***,***,40,Web development,2026-11-12,Online
635,***,***,31,Data Science,2027-04-10,Online
636,***,***,37,Data Science,2026-06-30,In-person
637,***,***,28,Data Engineering,2026-03-16,In-person
638,***,***,34,Software Engineering,2027-08-12,Online
639,***,***,22,Machine Learning,2024-04-16,In-person
640,***,***,27,Web development,2026-07-01,Online
641,***,***,36,Web development,2023-08-13,Online
642,***,***,41,Data Engineering,2023-03-15,Online
643,***,***,24,Software Engineering,2025-05-23,Online
644,***,***,43,Data Engineering,2026-06-09,In-person
645,***,***,32,Software Engineering,2027-05-08,Online
646,***,***,43,Machine Learning,2024-10-23,In-person
647,***,***,27,Data Engineering,2024-09-16,In-person
648,***,***,30,Data Engineering,2026-01-21,In-person
649,***,***,30,Data Science,2025-09-29,Online
650,***,***,28,Web development,2027-07-09,Online
651,***,***,36,Machine Learning,2023-06-18,Online
652,***,***,42,Machine Learning,2025-07-27,In-person
653,***,***,32,Data Engineering,2026-09-06,Online
654,***,***,26,Web development,2022-12-27,Online
655,***,***,43,Web development,2026-09-15,Online
656,***,***,35,Machine Learning,2025-06-22,In-person
657,***,***,43,Machine Learning,2026-11-29,Online
658,***,***,23,Machine Learning,2027-09-21,In-person
659,***,***,43,Machine Learning,2027-04-16,In-person
660,***,***,26,Web development,2022-12-17,Online
661,***,***,31,Data Science,2025-09-17,Online
662,***,***,26,Machine Learning,2023-05-03,In-person
663,***,***,30,Web development,2022-11-30,Online
664,***,***,32,Software Engineering,2022-12-08,Online
665,***,***,27,Software Engineering,2024-01-10,In-person
666,***,***,39,Data Science,2023-10-07,Online
667,***,***,36,Web development,2024-10-21,Online
668,***,***,39,Software Engineering,2026-05-08,Online
669,***,***,39,Machine Learning,2023-01-16,Online
670,***,***,42,Web development,2023-10-22,In-person
671,***,***,28,Data Science,2027-10-02,In-person
672,***,***,38,Web development,2024-02-14,In-person
673,***,***,31,Web development,2027-02-02,In-person
674,***,***,36,Web development,2023-10-23,Online
675,***,***,25,Data Science,2024-10-17,Online
676,***,***,38,Software Engineering,2025-07-13,Online
677,***,***,32,Web development,2027-03-10,In-person
678,***,***,36,Data Engineering,2025-03-04,In-person
679,***,***,28,Web development,2024-10-29,Online
680,***,***,33,Web development,2025-05-13,In-person
681,***,***,43,Web development,2023-10-11,Online
682,***,***,38,Machine Learning,2024-12-15,Online
683,***,***,23,Data Engineering,2024-02-02,Online
684,***,***,33,Data Science,2024-01-02,In-person
685,***,***,37,Machine Learning,2023-12-19,In-person
686,***,***,26,Software Engineering,2025-07-14,Online
687,***,***,24,Web development,2024-12-03,In-person
688,***,***,44,Data Science,2025-07-11,Online
689,***,***,36,Software Engineering,2024-01-03,Online
690,***,***,26,Machine Learning,2023-02-07,In-person
691,***,***,27,Software Engineering,2027-09-16,In-person
692,***,***,36,Web development,2023-08-12,In-person
693,***,***,36,Data Engineering,2026-03-12,Online
694,***,***,30,Web development,2025-06-01,In-person
695,***,***,38,Data Engineering,2023-09-17,Online
696,***,***,35,Software Engineering,2024-04-20,In-person
697,***,***,42,Software Engineering,2023-04-13,In-person
698,***,***,43,Data Science,2026-03-19,Online
699,***,***,33,Machine Learning,2023-07-11,Online
700,***,***,40,Software Engineering,2027-05-20,Online
701,***,***,44,Machine Learning,2027-02-12,Online
702,***,***,30,Data Science,2022-12-29,In-person
703,***,***,42,Data Science,2024-02-07,In-person
704,***,***,34,Data Science,2026-10-04,Online
705,***,***,45,Web development,2026-09-13,Online
706,***,***,22,Web development,2027-09-19,Online
707,***,***,40,Web development,2026-04-20,In-person
708,***,***,44,Machine Learning,2027-09-14,In-person
709,***,***,31,Software Engineering,2024-12-18,In-person
710,***,***,35,Data Engineering,2026-06-09,Online
711,***,***,27,Software Engineering,2026-09-18,Online
712,***,***,42,Machine Learning,2025-03-06,In-person
713,***,***,33,Data Engineering,2025-01-19,In-person
714,***,***,24,Software Engineering,2027-01-11,Online
715,***,***,45,Data Engineering,2027-02-16,In-person
716,***,***,41,Machine Learning,2027-08-24,In-person
717,***,***,30,Web development,2026-07-12,In-person
718,***,***,41,Software Engineering,2024-10-22,In-person
719,***,***,45,Web development,2027-02-15,Online
720,***,***,30,Software Engineering,2025-01-29,In-person
721,***,***,32,Data Science,2025-05-27,Online
722,***,***,28,Software Engineering,2025-05-15,Online
723,***,***,38,Web development,2026-12-16,Online
724,***,***,26,Web development,2023-06-23,Online
725,***,***,33,Web development,2025-07-30,In-person
726,***,***,27,Data Engineering,2026-10-05,In-person
727,***,***,22,Machine Learning,2025-05-27,In-person
728,***,***,24,Software Engineering,2027-05-23,In-person
729,***,***,29,Software Engineering,2024-12-18,Online
730,***,***,25,Machine Learning,2023-05-31,In-person
731,***,***,35,Software Engineering,2023-04-13,In-person
732,***,***,37,Web development,2027-01-16,Online
733,***,***,27,Data Science,2023-10-28,In-person
734,***,***,35,Software Engineering,2024-02-13,Online
735,***,***,33,Data Engineering,2027-07-11,Online
736,***,***,30,Data Science,2026-10-29,Online
737,***,***,24,Machine Learning,2025-06-05,In-person
738,***,***,45,Machine Learning,2023-08-09,In-person
739,***,***,44,Web development,2024-10-23,Online
740,***,***,24,Software Engineering,2026-02-27,In-person
741,***,***,34,Data Science,2025-03-08,In-person
742,***,***,32,Software Engineering,2024-09-21,In-person
743,***,***,41,Machine Learning,2022-12-07,In-person
744,***,***,39,Data Engineering,2023-09-07,Online
745,***,***,32,Machine Learning,2023-02-10,Online
746,***,***,29,Web development,2027-03-27,Online
747,***,***,31,Machine Learning,2023-10-11,Online
748,***,***,27,Web development,2027-02-06,In-person
749,***,***,31,Data Science,2024-03-07,Online
750,***,***,41,Web development,2023-01-24,Online
751,***,***,27,Software Engineering,2026-03-18,Online
752,***,***,41,Data Engineering,2025-08-21,In-person
753,***,***,24,Web development,2026-05-05,Online
754,***,***,22,Software Engineering,2025-08-17,Online
755,***,***,28,Web development,2026-02-23,Online
756,***,***,34,Data Engineering,2023-01-22,Online
757,***,***,36,Machine Learning,2026-05-15,Online
758,***,***,43,Web development,2025-02-22,Online
759,***,***,37,Software Engineering,2024-02-02,In-person
760,***,***,39,Web development,2027-03-29,Online
761,***,***,33,Data Engineering,2026-11-09,In-person
762,***,***,44,Software Engineering,2024-08-13,In-person
763,***,***,45,Machine Learning,2027-10-02,Online
764,***,***,36,Software Engineering,2024-04-06,In-person
765,***,***,31,Machine Learning,2027-09-21,Online
766,***,***,36,Web development,2023-07-11,Online
767,***,***,22,Software Engineering,2025-05-21,Online
768,***,***,29,Software Engineering,2027-04-10,In-person
769,***,***,23,Machine Learning,2024-03-06,In-person
770,***,***,35,Web development,2026-07-28,Online
771,***,***,22,Data Science,2022-10-30,In-person
772,***,***,37,Machine Learning,2022-12-27,Online
773,***,***,34,Web development,2024-05-28,In-person
774,***,***,23,Data Science,2025-11-04,In-person
775,***,***,33,Data Science,2027-01-20,In-person
776,***,***,45,Web development,2026-07-10,In-person
777,***,***,38,Software Engineering,2024-12-12,Online
778,***,***,28,Web development,2024-04-08,Online
779,***,***,36,Data Science,2027-02-03,In-person
780,***,***,35,Software Engineering,2024-11-25,In-person
781,***,***,29,Data Engineering,2023-12-17,Online
782,***,***,39,Data Science,2024-06-29,Online
783,***,***,38,Web development,2026-04-08,Online
784,***,***,34,Data Engineering,2023-01-15,In-person
785,***,***,37,Data Engineering,2027-01-18,Online
786,***,***,27,Data Science,2027-05-08,In-person
787,***,***,31,Machine Learning,2025-01-31,Online
788,***,***,31,Software Engineering,2026-07-29,Online
789,***,***,29,Data Science,2025-08-12,In-person
790,***,***,28,Software Engineering,2026-11-25,Online
791,***,***,41,Software Engineering,2027-09-16,Online
792,***,***,40,Web development,2023-02-27,In-person
793,***,***,34,Data Engineering,2023-09-19,In-person
794,***,***,30,Data Science,2027-10-17,In-person
795,***,***,25,Web development,2025-06-07,Online
796,***,***,31,Machine Learning,2027-06-09,In-person
797,***,***,27,Web development,2025-01-18,In-person
798,***,***,39,Data Science,2027-02-24,In-person
799,***,***,30,Machine Learning,2027-03-26,In-person
800,***,***,35,Web development,2026-01-01,Online
801,***,***,37,Data Science,2024-12-20,In-person
802,***,***,28,Data Science,2024-09-22,In-person
803,***,***,34,Data Science,2025-04-20,Online
804,***,***,33,Machine Learning,2026-10-01,In-person
805,***,***,44,Machine Learning,2023-02-11,Online
806,***,***,25,Machine Learning,2027-07-05,Online
807,***,***,35,Software Engineering,2026-08-09,Online
808,***,***,25,Data Science,2027-08-09,Online
809,***,***,35,Web development,2026-11-04,In-person
810,***,***,31,Software Engineering,2024-03-09,Online
811,***,***,37,Web development,2027-08-29,Online
812,***,***,37,Data Engineering,2024-03-06,Online
813,***,***,45,Data Science,2024-04-20,Online
814,***,***,40,Software Engineering,2024-09-25,In-person
815,***,***,30,Web development,2026-10-23,In-person
816,***,***,25,Machine Learning,2026-06-04,Online
817,***,***,35,Data Engineering,2023-09-23,Online
818,***,***,33,Web development,2025-08-24,In-person
819,***,***,33,Data Engineering,2026-06-30,Online
820,***,***,38,Machine Learning,2024-03-27,Online
821,***,***,41,Software Engineering,2022-11-22,Online
822,***,***,27,Software Engineering,2025-05-03,In-person
823,***,***,35,Web development,2027-04-05,Online
824,***,***,29,Data Engineering,2024-07-14,In-person
825,***,***,43,Web development,2024-05-08,In-person
826,***,***,29,Web development,2023-12-10,Online
827,***,***,34,Data Engineering,2024-07-08,In-person
828,***,***,44,Data Engineering,2025-02-13,Online
829,***,***,31,Data Science,2024-08-19,In-person
830,***,***,36,Machine Learning,2027-09-14,Online
831,***,***,41,Data Science,2025-02-21,In-person
832,***,***,28,Machine Learning,2024-02-18,In-person
833,***,***,42,Machine Learning,2025-05-31,Online
834,***,***,34,Data Science,2024-09-10,Online
835,***,***,26,Web development,2025-11-28,In-person
836,***,***,39,Machine Learning,2026-10-16,In-person
837,***,***,35,Data Science,2026-06-27,Online
838,***,***,40,Software Engineering,2027-08-07,Online
839,***,***,30,Data Engineering,2023-01-16,Online
840,***,***,24,Data Science,2026-11-30,In-person
841,***,***,30,Data Engineering,2024-10-28,In-person
842,***,***,22,Machine Learning,2024-10-09,Online
843,***,***,22,Data Science,2023-07-18,Online
844,***,***,25,Data Science,2024-06-26,Online
845,***,***,36,Software Engineering,2027-03-26,Online
846,***,***,34,Software Engineering,2024-06-09,In-person
847,***,***,32,Machine Learning,2025-10-19,Online
848,***,***,40,Software Engineering,2023-05-07,Online
849,***,***,31,Data Engineering,2023-10-29,Online
850,***,***,24,Data Science,2023-05-09,Online
851,***,***,26,Software Engineering,2023-06-11,Online
852,***,***,25,Data Engineering,2027-06-20,Online
853,***,***,24,Web development,2022-10-24,In-person
854,***,***,39,Data Science,2026-05-14,Online
855,***,***,30,Data Science,2025-07-02,Online
856,***,***,45,Machine Learning,2023-01-27,Online
857,***,***,22,Data Science,2026-04-01,Online
858,***,***,28,Software Engineering,2024-07-27,In-person
859,***,***,38,Data Science,2024-11-06,Online
860,***,***,22,Software Engineering,2026-03-27,Online
861,***,***,34,Machine Learning,2025-10-09,In-person
862,***,***,24,Data Engineering,2023-05-04,In-person
863,***,***,34,Data Science,2026-10-14,In-person
864,***,***,43,Data Engineering,2025-04-05,Online
865,***,***,41,Data Science,2027-03-14,In-person
866,***,***,43,Software Engineering,2025-09-06,Online
867,***,***,39,Data Engineering,2023-12-15,In-person
868,***,***,34,Machine Learning,2024-09-18,Online
869,***,***,23,Software Engineering,2024-09-16,Online
870,***,***,28,Data Engineering,2023-01-27,In-person
871,***,***,33,Data Science,2025-09-06,Online
872,***,***,43,Data Engineering,2027-07-04,Online
873,***,***,22,Machine Learning,2023-12-22,Online
874,***,***,38,Data Engineering,2026-06-30,Online
875,***,***,27,Data Science,2024-10-10,In-person
876,***,***,31,Machine Learning,2023-06-23,In-person
877,***,***,31,Data Engineering,2024-10-17,Online
878,***,***,41,Web development,2022-11-07,In-person
879,***,***,26,Machine Learning,2025-07-31,In-person
880,***,***,35,Data Science,2023-09-10,In-person
881,***,***,30,Data Engineering,2027-02-11,Online
882,***,***,22,Data Science,2024-04-14,In-person
883,***,***,36,Web development,2025-08-21,In-person
